tick,sim_time_s,phase,leader_x,leader_y,leader_speed_kmh,follower_x,follower_y,follower_speed_kmh,distance_m,ttc_s,collision_detected
72,3.6,cruise,549.723,-24.334,37.16,559.723,-24.261,37.16,10.0,1407378229724994.8,0
73,3.65,cruise,549.207,-24.338,37.11,559.207,-24.265,37.11,10.0,-1,0
74,3.7,cruise,548.691,-24.342,37.16,558.691,-24.269,37.16,10.0,-1,0
75,3.75,cruise,548.176,-24.346,37.11,558.175,-24.272,37.11,10.0,-1,0
76,3.8,cruise,547.66,-24.349,37.16,557.66,-24.276,37.16,10.0,-1,0
77,3.85,cruise,547.144,-24.353,37.11,557.144,-24.28,37.11,10.0,-1,0
78,3.9,cruise,546.628,-24.357,37.16,556.628,-24.284,37.16,10.0,36794202084.314,0
79,3.95,cruise,546.113,-24.361,37.11,556.113,-24.287,37.11,10.0,61335402827.515,0
80,4.0,cruise,545.597,-24.364,37.16,555.597,-24.291,37.16,10.0,-1,0
81,4.05,cruise,545.081,-24.368,37.11,555.081,-24.295,37.11,10.0,22998631070.448,0
82,4.1,cruise,544.566,-24.372,37.16,554.565,-24.299,37.16,10.0,30664340326.824,0
83,4.15,cruise,544.05,-24.376,37.11,554.05,-24.302,37.11,10.0,-1,0
84,4.2,cruise,543.534,-24.379,37.16,553.534,-24.306,37.16,10.0,36799012412.734,0
85,4.25,cruise,543.018,-24.383,37.11,553.018,-24.31,37.11,10.0,30663171198.962,0
86,4.3,cruise,542.503,-24.387,37.16,552.502,-24.314,37.16,10.0,30665843677.278,0
87,4.35,cruise,541.987,-24.391,37.11,551.987,-24.318,37.11,10.0,45994255685.643,0
88,4.4,cruise,541.471,-24.394,37.16,551.471,-24.321,37.16,10.0,-1,0
89,4.45,cruise,540.956,-24.398,37.11,550.955,-24.325,37.11,10.0,91968033681.595,0
90,4.5,cruise,540.44,-24.402,37.16,550.44,-24.329,37.16,10.0,92014071799.413,0
91,4.55,cruise,539.924,-24.406,37.11,549.924,-24.333,37.11,10.0,10484271.103,0
92,4.6,cruise,539.408,-24.41,37.16,549.408,-24.336,37.16,10.0,10483077.674,0
93,4.65,cruise,538.893,-24.413,37.11,548.892,-24.34,37.11,10.0,5242733.105,0
94,4.7,cruise,538.377,-24.417,37.16,548.377,-24.344,37.16,10.0,10484271.65,0
95,4.75,cruise,537.861,-24.421,37.11,547.861,-24.348,37.11,10.0,10483673.588,0
96,4.8,cruise,537.345,-24.425,37.16,547.345,-24.351,37.16,10.0,-1,0
97,4.85,cruise,536.83,-24.428,37.11,546.83,-24.355,37.11,10.0,-1,0
98,4.9,cruise,536.314,-24.432,37.16,546.314,-24.359,37.16,10.0,-1,0
99,4.95,cruise,535.798,-24.436,37.11,545.798,-24.363,37.11,10.0,-1,0
100,5.0,patch,535.283,-24.44,37.16,545.282,-24.366,37.16,10.0,-1,0
101,5.05,patch,534.767,-24.443,37.11,544.767,-24.37,37.11,10.0,-1,0
102,5.1,patch,534.251,-24.447,37.16,544.251,-24.374,37.16,10.0,-1,0
103,5.15,patch,533.735,-24.451,37.11,543.735,-24.378,37.11,10.0,-1,0
104,5.2,patch,533.22,-24.455,37.16,543.219,-24.381,37.16,10.0,-1,0
105,5.25,patch,532.704,-24.458,37.11,542.704,-24.385,37.11,10.0,-1,0
106,5.3,patch,532.188,-24.462,37.16,542.188,-24.389,37.16,10.0,16726376536.182,0
107,5.35,patch,531.673,-24.466,37.11,541.672,-24.393,37.11,10.0,18398303545.657,0
108,5.4,patch,531.157,-24.47,37.16,541.156,-24.396,37.16,10.0,20440926489.448,0
109,5.45,patch,530.641,-24.473,37.11,540.641,-24.4,37.11,10.0,16725683498.824,0
110,5.5,patch,530.125,-24.477,37.16,540.125,-24.404,37.16,10.0,16726525652.807,0
111,5.55,patch,529.61,-24.481,37.11,539.609,-24.408,37.11,10.0,20442262565.635,0
112,5.6,patch,529.094,-24.485,37.16,539.094,-24.411,37.16,10.0,22996000551.053,0
113,5.65,patch,528.578,-24.488,37.11,538.578,-24.415,37.11,10.0,16725482032.366,0
114,5.7,patch,528.062,-24.492,37.16,538.062,-24.419,37.16,10.0,26280836759.474,0
115,5.75,patch,527.547,-24.496,37.11,537.547,-24.423,37.11,10.0,18397882677.238,0
116,5.8,patch,527.031,-24.5,37.16,537.031,-24.427,37.16,10.0,16726774124.145,0
117,5.85,patch,526.515,-24.503,37.11,536.515,-24.43,37.11,10.0,15331627332.692,0
118,5.9,patch,526.0,-24.507,37.16,535.999,-24.434,37.16,10.0,15332796554.316,0
119,5.95,patch,525.484,-24.511,37.11,535.484,-24.438,37.11,10.0,20442238869.224,0
120,6.0,patch,524.968,-24.515,37.16,534.968,-24.442,37.16,10.0,15331335076.554,0
121,6.05,patch,524.452,-24.519,37.11,534.452,-24.445,37.11,10.0,13141614711.711,0
122,6.1,patch,523.937,-24.522,37.16,533.936,-24.449,37.16,10.0,7999967199.997,0
123,6.15,patch,523.421,-24.526,37.11,533.421,-24.453,37.11,10.0,10221391098.994,0
124,6.2,patch,522.905,-24.53,37.16,532.905,-24.457,37.16,10.0,10474125.636,0
125,6.25,patch,522.39,-24.534,37.11,532.389,-24.46,37.11,10.0,10476510.517,0
126,6.3,patch,521.874,-24.537,37.16,531.873,-24.464,37.16,10.0,10478299.811,0
127,6.35,patch,521.358,-24.541,37.11,531.358,-24.468,37.11,10.0,10475914.013,0
128,6.4,patch,520.842,-24.545,37.16,530.842,-24.472,37.16,10.0,3494093.505,0
129,6.45,patch,520.327,-24.549,37.11,530.326,-24.475,37.11,10.0,3494579.332,0
130,6.5,patch,519.811,-24.552,37.16,529.811,-24.479,37.16,10.0,5241090.373,0
131,6.55,patch,519.295,-24.556,37.11,529.295,-24.483,37.11,10.0,5242732.538,0
132,6.6,patch,518.779,-24.56,37.16,528.779,-24.487,37.16,10.0,-1,0
133,6.65,patch,518.264,-24.564,37.11,528.263,-24.49,37.11,10.0,-1,0
134,6.7,patch,517.748,-24.567,37.16,527.748,-24.494,37.16,10.0,-1,0
135,6.75,patch,517.232,-24.571,37.11,527.232,-24.498,37.11,10.0,-1,0
136,6.8,patch,516.716,-24.575,37.16,526.716,-24.502,37.16,10.0,20443004905.656,0
137,6.85,patch,516.201,-24.579,37.11,526.201,-24.505,37.11,10.0,13140633089.95,0
138,6.9,patch,515.685,-24.582,37.16,525.685,-24.509,37.16,10.0,10822906016.941,0
139,6.95,patch,515.169,-24.586,37.11,525.169,-24.513,37.11,10.0,11498234843.715,0
140,7.0,patch,514.654,-24.59,37.16,524.653,-24.517,37.16,10.0,-1,0
141,7.05,patch,514.138,-24.594,37.11,524.138,-24.521,37.11,10.0,12267112618.569,0
142,7.1,patch,513.622,-24.597,37.16,523.622,-24.524,37.16,10.0,11499362514.35,0
143,7.15,patch,513.107,-24.601,37.11,523.106,-24.528,37.11,10.0,9199452428.179,0
144,7.2,patch,512.591,-24.605,37.16,522.591,-24.532,37.16,10.0,9683684107.235,0
145,7.25,patch,512.075,-24.609,37.11,522.075,-24.536,37.11,10.0,8363138582.749,0
146,7.3,patch,511.559,-24.613,37.16,521.559,-24.539,37.16,10.0,12266914800.478,0
147,7.35,patch,511.044,-24.616,37.11,521.043,-24.543,37.11,10.0,16726179095.905,0
148,7.4,patch,510.528,-24.62,37.16,520.528,-24.547,37.16,10.0,-1,0
149,7.45,patch,510.012,-24.624,37.11,520.012,-24.551,37.11,10.0,-1,0
150,7.5,patch,509.496,-24.628,37.16,519.496,-24.554,37.16,10.0,-1,0
151,7.55,patch,508.981,-24.631,37.11,518.98,-24.558,37.11,10.0,-1,0
152,7.6,patch,508.465,-24.635,37.16,518.465,-24.562,37.16,10.0,-1,0
153,7.65,patch,507.949,-24.639,37.11,517.949,-24.566,37.11,10.0,-1,0
154,7.7,patch,507.434,-24.643,37.16,517.433,-24.569,37.16,10.0,-1,0
155,7.75,patch,506.918,-24.646,37.11,516.918,-24.573,37.11,10.0,-1,0
156,7.8,patch,506.402,-24.65,37.16,516.402,-24.577,37.16,10.0,-1,0
157,7.85,patch,505.886,-24.654,37.11,515.886,-24.581,37.11,10.0,-1,0
158,7.9,patch,505.371,-24.658,37.16,515.37,-24.584,37.16,10.0,15330959286.109,0
159,7.95,patch,504.855,-24.661,37.11,514.855,-24.588,37.11,10.0,10822959852.328,0
160,8.0,patch,504.339,-24.665,37.16,514.339,-24.592,37.16,10.0,20444341282.112,0
161,8.05,patch,503.824,-24.669,37.11,513.823,-24.596,37.11,10.0,8761411070.702,0
162,8.1,patch,503.308,-24.673,37.16,513.307,-24.599,37.16,10.0,12265252446.303,0
163,8.15,patch,502.792,-24.676,37.11,512.792,-24.603,37.11,10.0,9199452428.179,0
164,8.2,patch,502.276,-24.68,37.16,512.276,-24.607,37.16,10.0,11499491566.286,0
165,8.25,patch,501.761,-24.684,37.11,511.76,-24.611,37.11,10.0,10478300.645,0
166,8.3,patch,501.245,-24.688,37.16,511.245,-24.615,37.16,10.0,10478896.611,0
167,8.35,patch,500.729,-24.691,37.11,510.729,-24.618,37.11,10.0,10474753.36,0
168,8.4,patch,500.213,-24.695,37.16,510.213,-24.622,37.16,10.0,5240061.695,0
169,8.45,patch,499.698,-24.699,37.11,509.697,-24.626,37.11,10.0,5240642.581,0
170,8.5,patch,499.182,-24.703,37.16,509.182,-24.63,37.16,10.0,2620657.222,0
171,8.55,patch,498.666,-24.707,37.11,508.666,-24.633,37.11,10.0,2620843.838,0
172,8.6,patch,498.15,-24.71,37.16,508.15,-24.637,37.16,10.0,2620627.886,0
173,8.65,patch,497.635,-24.714,37.11,507.635,-24.641,37.11,10.0,2620515.889,0
174,8.7,patch,497.119,-24.718,37.16,507.119,-24.645,37.16,10.0,5240493.124,0
175,8.75,patch,496.603,-24.722,37.11,506.603,-24.648,37.11,10.0,10469357.168,0
176,8.8,patch,496.088,-24.725,37.16,506.087,-24.652,37.16,10.0,5935412192.476,0
177,8.85,patch,495.572,-24.729,37.11,505.572,-24.656,37.11,10.0,9681465408.33,0
178,8.9,patch,495.056,-24.733,37.16,505.056,-24.66,37.16,10.0,-1,0
179,8.95,patch,494.54,-24.737,37.11,504.54,-24.663,37.11,10.0,-1,0
180,9.0,patch,494.025,-24.74,37.16,504.024,-24.667,37.16,10.0,-1,0
181,9.05,patch,493.509,-24.744,37.11,503.509,-24.671,37.11,10.0,-1,0
182,9.1,patch,492.993,-24.748,37.16,502.993,-24.675,37.16,10.0,-1,0
183,9.15,patch,492.478,-24.752,37.11,502.477,-24.678,37.11,10.0,-1,0
184,9.2,patch,491.962,-24.755,37.16,501.962,-24.682,37.16,10.0,-1,0
185,9.25,patch,491.446,-24.759,37.11,501.446,-24.686,37.11,10.0,-1,0
186,9.3,patch,490.93,-24.763,37.16,500.93,-24.69,37.16,10.0,-1,0
187,9.35,patch,490.415,-24.767,37.11,500.414,-24.693,37.11,10.0,-1,0
188,9.4,patch,489.899,-24.77,37.16,499.899,-24.697,37.16,10.0,-1,0
189,9.45,patch,489.383,-24.774,37.11,499.383,-24.701,37.11,10.0,-1,0
190,9.5,patch,488.867,-24.778,37.16,498.867,-24.705,37.16,10.0,-1,0
191,9.55,patch,488.352,-24.782,37.11,498.352,-24.709,37.11,10.0,-1,0
192,9.6,patch,487.836,-24.785,37.16,497.836,-24.712,37.16,10.0,9683114023.126,0
193,9.65,patch,487.32,-24.789,37.11,497.32,-24.716,37.11,10.0,7358862873.606,0
194,9.7,patch,486.805,-24.793,37.16,496.804,-24.72,37.16,10.0,6571114149.895,0
195,9.75,patch,486.289,-24.797,37.11,496.289,-24.724,37.11,10.0,7999785318.285,0
196,9.8,patch,485.773,-24.801,37.16,495.773,-24.727,37.16,10.0,8362765862.256,0
197,9.85,patch,485.257,-24.804,37.11,495.257,-24.731,37.11,10.0,6344633770.592,0
198,9.9,patch,484.742,-24.808,37.16,494.741,-24.735,37.16,10.0,10471773.032,0
199,9.95,patch,484.226,-24.812,37.11,494.226,-24.739,37.11,10.0,5239747.198,0
200,10.0,brake,483.711,-24.816,37.05,493.71,-24.742,37.16,9.999,330.348,0
201,10.05,brake,483.2,-24.819,36.56,493.194,-24.746,37.11,9.995,64.647,0
202,10.1,brake,482.698,-24.823,35.9,492.679,-24.75,37.16,9.981,28.503,0
203,10.15,brake,482.207,-24.827,34.96,492.163,-24.754,37.11,9.956,16.625,0
204,10.2,brake,481.729,-24.83,34.08,491.647,-24.757,37.16,9.919,11.609,0
205,10.25,brake,481.264,-24.833,33.01,491.131,-24.761,37.11,9.867,8.658,0
206,10.3,brake,480.814,-24.837,32.08,490.616,-24.765,37.16,9.802,6.947,0
207,10.35,brake,480.377,-24.84,30.97,490.1,-24.769,37.11,9.723,5.698,0
208,10.4,brake,479.955,-24.843,30.04,489.584,-24.772,37.16,9.629,4.871,0
209,10.45,brake,479.547,-24.846,28.94,489.069,-24.776,37.11,9.522,4.193,0
210,10.5,brake,479.153,-24.849,28.04,488.553,-24.78,37.16,9.4,3.71,0
211,10.55,brake,478.772,-24.852,26.95,488.037,-24.784,37.11,9.265,3.283,0
212,10.6,brake,478.405,-24.854,26.09,487.521,-24.787,37.16,9.116,2.965,0
213,10.65,brake,478.052,-24.857,25.03,487.006,-24.791,37.11,8.954,2.669,0
214,10.7,brake,477.711,-24.859,24.22,486.49,-24.795,37.16,8.779,2.442,0
215,10.75,brake,477.383,-24.862,23.19,485.974,-24.799,37.11,8.591,2.222,0
216,10.8,brake,477.067,-24.864,22.42,485.458,-24.803,37.16,8.391,2.05,0
217,10.85,brake,476.771,-24.866,19.82,484.943,-24.806,37.11,8.172,1.702,0
218,10.9,brake,476.537,-24.868,15.0,484.427,-24.81,37.16,7.891,1.282,0
219,10.95,brake,476.369,-24.869,10.15,483.911,-24.814,37.11,7.542,1.007,0
220,11.0,brake,476.269,-24.87,5.34,483.396,-24.818,37.16,7.127,0.806,0
221,11.05,brake,476.234,-24.87,0.63,482.88,-24.821,37.11,6.646,0.656,0
222,11.1,brake,476.234,-24.87,0.0,482.364,-24.825,37.16,6.13,0.594,0
223,11.15,brake,476.234,-24.87,0.0,481.848,-24.829,37.11,5.615,0.545,0
224,11.2,brake,476.234,-24.87,0.0,481.333,-24.833,37.16,5.099,0.494,0
225,11.25,brake,476.237,-24.87,1.45,480.932,-24.835,7.37,4.694,2.854,1
226,11.3,brake,476.239,-24.87,0.24,481.004,-24.828,5.51,4.765,3.258,0
227,11.35,brake,476.239,-24.87,0.06,481.076,-24.821,5.14,4.838,3.425,0
228,11.4,brake,476.236,-24.87,0.08,481.145,-24.815,3.36,4.909,5.382,0
229,11.45,brake,476.233,-24.87,0.12,481.157,-24.813,0.96,4.924,21.132,0
230,11.5,brake,476.231,-24.87,0.12,481.12,-24.813,3.98,4.89,4.562,0
231,11.55,brake,476.229,-24.87,0.1,481.046,-24.812,6.48,4.818,2.718,0
232,11.6,brake,476.228,-24.87,0.29,480.965,-24.811,1.69,4.737,12.137,1
233,11.65,brake,476.23,-24.871,0.0,480.965,-24.81,0.89,4.736,19.309,0
234,11.7,brake,476.229,-24.871,0.03,480.959,-24.809,0.04,4.73,1171.083,1
235,11.75,brake,476.229,-24.871,0.03,480.96,-24.809,0.05,4.731,1165.864,1
236,11.8,brake,476.228,-24.871,0.03,480.961,-24.809,0.06,4.733,565.162,1
237,11.85,brake,476.228,-24.871,0.03,480.962,-24.809,0.07,4.735,465.127,1
238,11.9,brake,476.227,-24.871,0.03,480.964,-24.809,0.05,4.737,839.891,1
239,11.95,brake,476.227,-24.871,0.02,480.965,-24.809,0.04,4.739,825.043,1
240,12.0,brake,476.226,-24.871,0.02,480.966,-24.809,0.03,4.74,1211.409,1
241,12.05,brake,476.226,-24.871,0.01,480.967,-24.809,0.02,4.742,1850.101,1
242,12.1,brake,476.225,-24.871,0.01,480.967,-24.809,0.02,4.742,2427.629,1
243,12.15,brake,476.225,-24.871,0.01,480.968,-24.809,0.01,4.743,51416.872,1
244,12.2,brake,476.225,-24.871,0.01,480.968,-24.809,0.02,4.744,2665.541,1
245,12.25,brake,476.225,-24.871,0.01,480.969,-24.809,0.01,4.744,3609.118,1
246,12.3,brake,476.225,-24.871,0.01,480.969,-24.809,0.01,4.745,2750.033,1
247,12.35,brake,476.225,-24.871,0.01,480.969,-24.809,0.01,4.745,4186.802,1
248,12.4,brake,476.225,-24.871,0.01,480.969,-24.809,0.01,4.745,-1,1
249,12.45,brake,476.225,-24.871,0.31,480.969,-24.809,0.04,4.745,-1,1
250,12.5,brake,476.225,-24.871,0.08,480.969,-24.809,0.02,4.745,-1,1
251,12.55,brake,476.225,-24.871,0.01,480.969,-24.809,0.01,4.745,-1,1
252,12.6,brake,476.225,-24.871,0.05,480.969,-24.809,0.01,4.745,-1,1
253,12.65,brake,476.225,-24.871,0.05,480.969,-24.809,0.02,4.745,-1,1
254,12.7,brake,476.224,-24.871,0.05,480.969,-24.809,0.01,4.745,-1,1
255,12.75,brake,476.224,-24.871,0.04,480.969,-24.809,0.01,4.745,-1,1
256,12.8,brake,476.224,-24.871,0.03,480.969,-24.808,0.02,4.746,-1,1
257,12.85,brake,476.224,-24.871,0.02,480.969,-24.808,0.01,4.746,-1,1
258,12.9,brake,476.224,-24.871,0.19,480.969,-24.808,0.03,4.745,-1,1
259,12.95,brake,476.224,-24.871,0.03,480.969,-24.808,0.02,4.745,-1,1
260,13.0,brake,476.224,-24.871,0.04,480.969,-24.808,0.04,4.745,4853.935,1
261,13.05,brake,476.224,-24.871,0.06,480.969,-24.807,0.01,4.745,-1,1
262,13.1,brake,476.224,-24.871,0.06,480.969,-24.807,0.03,4.745,-1,1
263,13.15,brake,476.224,-24.871,0.05,480.969,-24.807,0.01,4.745,-1,1
264,13.2,brake,476.224,-24.871,0.04,480.969,-24.807,0.01,4.746,-1,1
265,13.25,brake,476.224,-24.871,0.03,480.969,-24.806,0.02,4.746,-1,1
266,13.3,brake,476.224,-24.871,0.3,480.969,-24.806,0.04,4.746,-1,1
267,13.35,brake,476.224,-24.871,0.07,480.969,-24.806,0.04,4.745,-1,1
268,13.4,brake,476.224,-24.871,0.03,480.969,-24.806,0.02,4.745,-1,1
269,13.45,brake,476.224,-24.871,0.06,480.969,-24.805,0.01,4.745,-1,1
270,13.5,brake,476.224,-24.871,0.06,480.969,-24.805,0.02,4.745,-1,1
271,13.55,brake,476.224,-24.871,0.06,480.968,-24.805,0.01,4.745,-1,1
272,13.6,brake,476.223,-24.871,0.05,480.968,-24.805,0.03,4.745,-1,1
273,13.65,brake,476.223,-24.871,0.04,480.968,-24.804,0.03,4.745,-1,1
274,13.7,brake,476.223,-24.871,0.0,480.968,-24.804,0.0,4.745,-1,1
275,13.75,brake,476.223,-24.871,0.14,480.968,-24.804,0.03,4.745,-1,1
276,13.8,brake,476.223,-24.871,0.01,480.968,-24.804,0.03,4.745,768.225,1
277,13.85,brake,476.223,-24.871,0.05,480.968,-24.804,0.01,4.745,-1,1
278,13.9,brake,476.223,-24.871,0.06,480.968,-24.804,0.02,4.745,-1,1
279,13.95,brake,476.223,-24.871,0.06,480.968,-24.803,0.04,4.745,-1,1
280,14.0,brake,476.223,-24.871,0.05,480.968,-24.803,0.02,4.745,-1,1
281,14.05,brake,476.223,-24.871,0.04,480.968,-24.803,0.03,4.745,-1,1
282,14.1,brake,476.223,-24.871,0.03,480.967,-24.802,0.05,4.745,961.751,1
283,14.15,brake,476.223,-24.871,0.24,480.967,-24.802,0.02,4.745,-1,1
284,14.2,brake,476.223,-24.871,0.05,480.967,-24.802,0.01,4.745,-1,1
285,14.25,brake,476.223,-24.871,0.04,480.967,-24.802,0.03,4.745,-1,1
286,14.3,brake,476.223,-24.871,0.06,480.967,-24.802,0.02,4.745,-1,1
287,14.35,brake,476.222,-24.871,0.06,480.967,-24.802,0.03,4.745,-1,1
288,14.4,brake,476.222,-24.871,0.05,480.967,-24.801,0.05,4.746,-1,1
289,14.45,brake,476.222,-24.871,0.05,480.967,-24.801,0.04,4.746,-1,1
290,14.5,brake,476.222,-24.871,0.04,480.967,-24.8,0.03,4.746,-1,1
291,14.55,brake,476.222,-24.871,0.03,480.967,-24.8,0.02,4.746,-1,1
292,14.6,brake,476.222,-24.871,0.02,480.967,-24.8,0.01,4.746,-1,1
293,14.65,brake,476.222,-24.871,0.01,480.967,-24.8,0.02,4.746,4417.39,1
294,14.7,brake,476.222,-24.871,0.01,480.967,-24.799,0.0,4.746,-1,1
295,14.75,brake,476.222,-24.871,0.01,480.967,-24.799,0.0,4.746,-1,1
296,14.8,brake,476.222,-24.871,0.33,480.967,-24.799,0.04,4.746,-1,1
297,14.85,brake,476.222,-24.871,0.11,480.967,-24.799,0.03,4.745,-1,1
298,14.9,brake,476.222,-24.871,0.01,480.967,-24.799,0.02,4.745,1065.712,1
299,14.95,brake,476.222,-24.871,0.04,480.967,-24.798,0.03,4.745,-1,1
