step	language
1	Follow the route. Accelerate to drive through the junction. Waypoints:
2	Follow the route. Accelerate to drive through the junction. Waypoints:
3	Follow the route. Accelerate to drive through the junction. Waypoints:
4	Follow the route. Accelerate to drive through the junction. Waypoints:
5	Follow the route. Accelerate to drive through the junction. Waypoints:
6	Follow the route. Accelerate to drive through the junction. Waypoints:
7	Follow the route. Accelerate to drive through the junction. Waypoints:
8	Follow the route. Accelerate to drive through the junction. Waypoints:
9	Follow the route. Accelerate to drive through the junction because the other vehicles are stopped at the junction and the junction is clear. Waypoints:
10	Follow the route. Accelerate to drive through the junction. Waypoints:
11	Follow the route. Accelerate to drive through the junction. Waypoints:
12	Follow the route. Accelerate to drive through the junction because the other vehicles are stopped at the junction and the junction is clear. Waypoints:
13	Follow the route. Accelerate to drive through the junction. Waypoints:
14	Follow the route. Accelerate to drive through the junction because the other vehicles are stopped at the junction and the junction is clear. Waypoints:
15	Follow the route. Accelerate to drive through the junction because the other vehicles are stopped at the junction and the junction is clear. Waypoints:
16	Follow the route. Accelerate to drive through the junction because the other vehicles are stopped at the junction and the junction is clear. Waypoints:
17	Follow the route. Accelerate to drive through the junction because the other vehicles are stopped at the junction and the junction is clear. Waypoints:
18	Follow the route. Accelerate to drive through the junction because the other vehicles are stopped at the junction and the junction is clear. Waypoints:
19	Follow the route. Accelerate to drive through the junction because the other vehicles are stopped at the junction and the junction is clear. Waypoints:
20	Follow the route. Accelerate to drive with the target speed. Waypoints:
21	Follow the route. Accelerate to drive with the target speed. Waypoints:
22	Return to your original route after avoiding the obstacle. Accelerate to drive with the target speed. Waypoints:
23	Return to your original route after avoiding the obstacle. Accelerate to drive with the target speed. Waypoints:
24	Follow the route. Accelerate to drive through the junction. Waypoints:
25	Return to your original route after avoiding the obstacle. Maintain your current speed. Waypoints:
26	Return to your original route after avoiding the obstacle. Maintain your current speed. Waypoints:
27	Return to your original route after avoiding the obstacle. Maintain your current speed. Waypoints:
28	Return to your original route after avoiding the obstacle. Maintain your current speed. Waypoints:
29	Return to your original route after avoiding the obstacle. Maintain your current speed. Waypoints:
30	Return to your original route after avoiding the obstacle. Maintain your current speed. Waypoints:
31	Return to your original route after avoiding the obstacle. Maintain your current speed. Waypoints:
32	Return to your original route after avoiding the obstacle. Maintain your current speed. Waypoints:
33	Return to your original route after avoiding the obstacle. Maintain your current speed. Waypoints:
34	Return to your original route after avoiding the obstacle. Decelerate to drive with the target speed. Waypoints:
35	Return to your original route after avoiding the obstacle. Decelerate to drive with the target speed. Waypoints:
36	Return to your original route after avoiding the obstacle. Decelerate to drive with the target speed. Waypoints:
37	Return to your original route after avoiding the obstacle. Decelerate to drive with the target speed. Waypoints:
38	Return to your original route after avoiding the obstacle. Maintain your current speed. Waypoints:
39	Return to your original route after avoiding the obstacle. Maintain your current speed. Waypoints:
40	Return to your original route after avoiding the obstacle. Maintain your current speed. Waypoints:
41	Follow the route. Maintain your current speed. Waypoints:
42	Follow the route. Maintain your current speed to drive through the junction. Waypoints:
43	Follow the route. Maintain the reduced speed to stay behind the black bicycle that is to the front left in 39.0 meters. Waypoints:
44	Follow the route. Maintain the reduced speed to drive through the junction because the other vehicles are stopped at the junction and the junction is clear. Waypoints:
45	Follow the route. Maintain the reduced speed to drive through the junction. Waypoints:
