step	language
1	Follow the route. Accelerate to follow the maroon SUV that is to the front right in 10.0 meters. Waypoints:
2	Follow the route. Accelerate to follow the maroon SUV that is to the front right in 10.0 meters. Waypoints:
3	Follow the route. Accelerate to follow the maroon SUV that is to the front. Waypoints:
4	Follow the route. Accelerate to follow the maroon SUV that is to the front. Waypoints:
5	Follow the route. Accelerate to follow the maroon SUV that is to the front. Waypoints:
6	Follow the route. Accelerate to drive through the junction. Waypoints:
7	Follow the route. Accelerate to follow the maroon SUV that is to the front in 10.3 meters. Waypoints:
8	Follow the route. Accelerate to follow the maroon car that is to the front right in 10.0 meters. Waypoints:
9	Follow the route. Accelerate to follow the maroon SUV that is to the front right in 10.0 meters. Waypoints:
10	Follow the route. Accelerate to follow the maroon car that is to the front right in 10.0 meters. Waypoints:
11	Follow the route. Accelerate to follow the maroon car that is to the front right. Waypoints:
12	Follow the route. Accelerate to drive with the target speed. Waypoints:
13	Follow the route. Accelerate to drive with the target speed. Waypoints:
14	Follow the route. Accelerate to drive with the target speed. Waypoints:
15	Follow the route. Accelerate to drive with the target speed. Waypoints:
16	Follow the route. Accelerate to drive with the target speed. Waypoints:
17	Follow the route. Accelerate to drive through the junction. Waypoints:
18	Follow the route. Accelerate to drive with the target speed. Waypoints:
19	Follow the route. Accelerate to drive with the target speed. Waypoints:
20	Follow the route. Accelerate to drive with the target speed. Waypoints:
21	Follow the route. Accelerate to drive with the target speed. Waypoints:
22	Follow the route. Accelerate to drive through the junction. Waypoints:
23	Follow the route. Accelerate to drive with the target speed. Waypoints:
24	Follow the route. Maintain your current speed. Waypoints:
25	Follow the route. Accelerate to drive with the target speed. Waypoints:
26	Follow the route. Accelerate to drive with the target speed. Waypoints:
27	Follow the route. Accelerate to drive with the target speed. Waypoints:
28	Follow the route. Accelerate to drive with the target speed. Waypoints:
29	Follow the route. Accelerate to drive with the target speed. Waypoints:
30	Follow the route. Accelerate to drive with the target speed. Waypoints:
31	Follow the route. Accelerate to drive with the target speed. Waypoints:
32	Follow the route. Accelerate to drive with the target speed. Waypoints:
33	Follow the route. Decelerate to drive with the target speed. Waypoints:
34	Follow the route. Accelerate to drive with the target speed. Waypoints:
35	Follow the route. Maintain your current speed. Waypoints:
36	Follow the route. Maintain your current speed. Waypoints:
37	Follow the route. Maintain your current speed. Waypoints:
38	Follow the route. Maintain your current speed. Waypoints:
39	Follow the route. Accelerate to drive with the target speed. Waypoints:
40	Follow the route. Maintain your current speed. Waypoints:
41	Follow the route. Decelerate to drive with the target speed. Waypoints:
42	Follow the route. Decelerate to drive with the target speed. Waypoints:
43	Follow the route. Accelerate to drive with the target speed. Waypoints:
44	Follow the route. Decelerate to drive with the target speed. Waypoints:
45	Follow the route. Accelerate to drive with the target speed. Waypoints:
46	Follow the route. Accelerate to drive with the target speed. Waypoints:
47	Follow the route. Decelerate to drive with the target speed. Waypoints:
48	Follow the route. Decelerate to drive with the target speed. Waypoints:
49	Follow the route. Decelerate to drive with the target speed. Waypoints:
50	Follow the route. Maintain your current speed. Waypoints:
51	Follow the route. Maintain your current speed. Waypoints:
52	Follow the route. Maintain your current speed. Waypoints:
53	Follow the route. Maintain your current speed. Waypoints:
54	Follow the route. Maintain your current speed. Waypoints:
55	Follow the route. Maintain your current speed. Waypoints:
56	Follow the route. Maintain your current speed. Waypoints:
57	Follow the route. Maintain your current speed. Waypoints:
58	Follow the route. Maintain your current speed. Waypoints:
59	Follow the route. Maintain your current speed. Waypoints:
60	Follow the route. Maintain the reduced speed to drive according to the speed limit. Waypoints:
61	Follow the route. Maintain the reduced speed. Waypoints:
62	Follow the route. Accelerate to drive with the target speed. Waypoints:
63	Follow the route. Accelerate to drive with the target speed. Waypoints:
64	Follow the route. Accelerate to drive with the target speed. Waypoints:
65	Follow the route. Accelerate to drive with the target speed. Waypoints:
66	Follow the route. Accelerate to drive with the target speed. Waypoints:
67	Follow the route. Maintain the reduced speed to stay behind the black car that is to the front right. Waypoints:
68	Follow the route. Maintain your current speed. Waypoints:
69	Follow the route. Maintain your current speed. Waypoints:
70	Follow the route. Decelerate to drive with the target speed. Waypoints:
71	Follow the route. Decelerate to drive with the target speed. Waypoints:
72	Follow the route. Maintain your current speed. Waypoints:
73	Follow the route. Maintain your current speed. Waypoints:
74	Follow the route. Maintain your current speed. Waypoints:
75	Follow the route. Maintain the reduced speed to stay behind the black bicycle that is to the front right in 29.0 meters. Waypoints:
76	Follow the route. Maintain the reduced speed to stay behind the black car that is to the front right. Waypoints:
77	Follow the route. Maintain the reduced speed to stay behind the black car that is to the front right. Waypoints:
78	Follow the route. Accelerate to follow the black car that is to the front right in 38.0 meters. Waypoints:
79	Follow the route. Accelerate to drive with the target speed. Waypoints:
80	Follow the route. Accelerate to drive with the target speed. Waypoints:
81	Follow the route. Accelerate to drive with the target speed. Waypoints:
82	Follow the route. Accelerate to drive with the target speed. Waypoints:
83	Follow the route. Accelerate to drive with the target speed. Waypoints:
84	Follow the route. Accelerate to drive with the target speed. Waypoints:
85	Follow the route. Accelerate to drive with the target speed. Waypoints:
86	Follow the route. Accelerate to drive with the target speed. Waypoints:
87	Follow the route. Accelerate to drive with the target speed. Waypoints:
88	Follow the route. Accelerate to drive with the target speed. Waypoints:
89	Follow the route. Accelerate to drive with the target speed. Waypoints:
90	Follow the route. Accelerate to drive with the target speed. Waypoints:
91	Follow the route. Accelerate to drive with the target speed. Waypoints:
92	Follow the route. Accelerate to drive with the target speed. Waypoints:
93	Follow the route. Accelerate to drive with the target speed. Waypoints:
94	Follow the route. Accelerate to drive with the target speed. Waypoints:
95	Follow the route. Accelerate to drive with the target speed. Waypoints:
96	Follow the route. Accelerate to drive with the target speed. Waypoints:
97	Follow the route. Accelerate to drive with the target speed. Waypoints:
98	Follow the route. Accelerate to drive with the target speed. Waypoints:
99	Follow the route. Accelerate to drive with the target speed. Waypoints:
100	Follow the route. Accelerate to drive with the target speed. Waypoints:
101	Follow the route. Accelerate to drive with the target speed. Waypoints:
102	Follow the route. Accelerate to drive with the target speed. Waypoints:
103	Follow the route. Accelerate to drive with the target speed. Waypoints:
104	Follow the route. Accelerate to drive with the target speed. Waypoints:
105	Follow the route. Accelerate to drive with the target speed. Waypoints:
106	Follow the route. Accelerate to drive with the target speed. Waypoints:
107	Follow the route. Accelerate to drive with the target speed. Waypoints:
108	Follow the route. Accelerate to drive with the target speed. Waypoints:
109	Follow the route. Accelerate to drive with the target speed. Waypoints:
110	Follow the route. Accelerate to drive with the target speed. Waypoints:
111	Follow the route. Accelerate to drive with the target speed. Waypoints:
112	Follow the route. Accelerate to drive with the target speed. Waypoints:
