step	language
1	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 10.1 meters. Waypoints:
2	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
3	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 9.3 meters. Waypoints:
4	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 9.3 meters. Waypoints:
5	Follow the route. Accelerate to follow the maroon SUV that is to the front in 9.5 meters. Waypoints:
6	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front. Waypoints:
7	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front. Waypoints:
8	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front. Waypoints:
9	Follow the route. Accelerate to follow the maroon SUV that is to the front in 11.9 meters. Waypoints:
10	Follow the route. Accelerate to follow the maroon SUV that is to the front in 11.9 meters. Waypoints:
11	Follow the route. Accelerate to follow the maroon SUV that is to the front in 11.9 meters. Waypoints:
12	Follow the route. Accelerate to follow the maroon SUV that is to the front in 11.9 meters. Waypoints:
13	Follow the route. Accelerate to follow the silver SUV that is to the front in 11.9 meters. Waypoints:
14	Follow the route. Accelerate to follow the silver SUV that is to the front in 12.3 meters. Waypoints:
15	Follow the route. Accelerate to follow the maroon SUV that is to the front in 12.6 meters. Waypoints:
16	Follow the route. Accelerate to follow the maroon SUV that is to the front in 12.9 meters. Waypoints:
17	Follow the route. Accelerate to follow the maroon SUV that is to the front in 12.3 meters. Waypoints:
18	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
19	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.1 meters. Waypoints:
20	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.1 meters. Waypoints:
21	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
22	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
23	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
24	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
25	Follow the route. Accelerate to follow the silver SUV that is to the front in 13.1 meters. Waypoints:
26	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
27	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
28	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.1 meters. Waypoints:
29	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
30	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
31	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
32	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
33	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.0 meters. Waypoints:
34	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
35	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
36	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.0 meters. Waypoints:
37	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
38	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
39	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
40	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 12.8 meters. Waypoints:
41	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 12.3 meters. Waypoints:
42	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 12.4 meters. Waypoints:
43	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 12.3 meters. Waypoints:
44	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
45	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 12.0 meters. Waypoints:
46	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 12.0 meters. Waypoints:
47	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
48	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
49	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 116.0 meters. Waypoints:
50	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 116.0 meters. Waypoints:
51	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 11.7 meters. Waypoints:
52	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
53	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 11.8 meters. Waypoints:
54	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
55	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 116.3 meters. Waypoints:
56	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
57	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 116.0 meters. Waypoints:
58	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
59	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 116.0 meters. Waypoints:
60	Follow the route. Accelerate to follow the maroon SUV that is to the front. Waypoints:
61	Follow the route. Accelerate to follow the maroon SUV that is to the front. Waypoints:
62	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
63	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
64	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
65	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
66	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 11.7 meters. Waypoints:
67	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
68	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
69	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
70	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
71	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
72	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
73	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
74	Follow the route. Maintain the reduced speed to stay behind the silver SUV that is to the front. Waypoints:
75	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
76	Follow the route. Accelerate to follow the maroon SUV that is to the front in 12.8 meters. Waypoints:
77	Follow the route. Accelerate to follow the maroon SUV that is to the front in 12.8 meters. Waypoints:
78	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
79	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
80	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
81	Prepare to do a lane change. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
82	Prepare to do a lane change. Decelerate to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
83	Prepare to do a lane change. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
84	Prepare to do a lane change. Decelerate to stay behind the maroon SUV that is to the front in 12.8 meters. Waypoints:
85	Prepare to do a lane change. Decelerate to stay behind the maroon SUV that is to the front in 12.8 meters. Waypoints:
86	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
87	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
88	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
89	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
90	Prepare to do a lane change. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
91	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
92	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
93	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.6 meters. Waypoints:
94	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
95	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.1 meters. Waypoints:
96	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
97	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.0 meters. Waypoints:
98	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
99	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
100	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
101	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
102	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
103	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
104	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
105	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.1 meters. Waypoints:
106	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
107	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
108	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
109	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
110	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
111	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
112	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
113	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
114	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
115	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
116	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
117	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
118	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
119	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
120	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
121	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.0 meters. Waypoints:
122	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
123	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
124	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
125	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
126	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
127	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
128	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
129	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
130	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
131	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
132	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.4 meters. Waypoints:
133	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
134	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
135	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
136	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
137	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
138	Follow the route. Accelerate to drive with the target speed. Waypoints:
139	Follow the route. Accelerate to follow the maroon SUV that is to the front in 15.3 meters. Waypoints:
140	Follow the route. Accelerate to follow the maroon SUV that is to the front in 15.3 meters. Waypoints:
141	Follow the route. Accelerate to follow the maroon SUV that is to the front in 15.3 meters. Waypoints:
142	Follow the route. Accelerate to follow the maroon SUV that is to the front in 15.3 meters. Waypoints:
143	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
144	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
145	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 15.0 meters. Waypoints:
146	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
147	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 15.0 meters. Waypoints:
148	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
149	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
150	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
151	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 15.0 meters. Waypoints:
152	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 15.3 meters. Waypoints:
153	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 15.3 meters. Waypoints:
154	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 15.0 meters. Waypoints:
155	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 15.3 meters. Waypoints:
156	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 15.3 meters. Waypoints:
157	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
158	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
159	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
160	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 15.0 meters. Waypoints:
161	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 15.0 meters. Waypoints:
162	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
163	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
164	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 16.3 meters. Waypoints:
165	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 16.8 meters. Waypoints:
166	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 16.4 meters. Waypoints:
167	Follow the route. Accelerate to drive with the target speed. Waypoints:
168	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 16.3 meters. Waypoints:
169	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
170	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 15.0 meters. Waypoints:
171	Follow the route. Accelerate to follow the maroon SUV that is to the front in 16.0 meters. Waypoints:
172	Follow the route. Accelerate to follow the maroon SUV that is to the front in 16.3 meters. Waypoints:
173	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
174	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
175	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 16.9 meters. Waypoints:
176	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 16.6 meters. Waypoints:
177	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 16.8 meters. Waypoints:
178	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 15.3 meters. Waypoints:
179	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 16.6 meters. Waypoints:
180	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 16.4 meters. Waypoints:
181	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 16.3 meters. Waypoints:
182	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 16.4 meters. Waypoints:
183	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 16.3 meters. Waypoints:
184	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 16.3 meters. Waypoints:
185	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
186	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
