step	language
1	Turn left. Accelerate to drive through the junction. Waypoints:
2	Turn left. Accelerate to drive through the junction. Waypoints:
3	Turn left. Accelerate to drive through the junction. Waypoints:
4	Turn left. Accelerate to drive through the junction. Waypoints:
5	Turn left. Accelerate to drive through the junction. Waypoints:
6	Turn left. Accelerate to drive through the junction. Waypoints:
7	Turn left. Accelerate to drive through the junction. Waypoints:
8	Turn left. Accelerate to follow the orange car that is to the front left. Waypoints:
9	Turn left. Accelerate to drive through the junction. Waypoints:
10	Turn left. Accelerate to follow the orange car that is to the front left. Waypoints:
11	Turn left. Accelerate to drive through the junction. Waypoints:
12	Turn left. Accelerate to follow the orange car that is to the front left in 11.6 meters. Waypoints:
13	Turn left. Accelerate to drive through the junction. Waypoints:
14	Turn left. Decelerate to stay behind the orange car that is to the front left. Waypoints:
15	Follow the route. Decelerate to stay behind the yellow car that is to the front left in 11.9 meters. Waypoints:
16	Follow the route. Decelerate to stay behind the maroon SUV that is to the front left in 12.3 meters. Waypoints:
17	Follow the route. Decelerate to stay behind the yellow car that is to the front in 11.6 meters. Waypoints:
18	Follow the route. Decelerate to stay behind the yellow car that is to the front in 11.2 meters. Waypoints:
19	Follow the route. Decelerate to stay behind the silver SUV that is to the front in 10.8 meters. Waypoints:
20	Follow the route. Decelerate to stay behind the silver SUV that is to the front in 10.7 meters. Waypoints:
21	Follow the route. Decelerate to stay behind the silver SUV that is to the front in 10.3 meters. Waypoints:
22	Follow the route. Accelerate to follow the silver SUV that is to the front. Waypoints:
23	Follow the route. Accelerate to follow the silver SUV that is to the front. Waypoints:
24	Follow the route. Accelerate to follow the silver SUV that is to the front in 10.4 meters. Waypoints:
25	Follow the route. Accelerate to follow the yellow car that is to the front. Waypoints:
26	Follow the route. Accelerate to follow the yellow car that is to the front. Waypoints:
27	Follow the route. Accelerate to follow the yellow car that is to the front. Waypoints:
28	Follow the route. Accelerate to follow the silver SUV that is to the front. Waypoints:
29	Follow the route. Accelerate to follow the yellow car that is to the front. Waypoints:
30	Follow the route. Accelerate to follow the yellow car that is to the front. Waypoints:
31	Prepare to do a lane change. Accelerate to follow the yellow car that is to the front in 11.6 meters. Waypoints:
32	Prepare to do a lane change. Accelerate to follow the yellow car that is to the front. Waypoints:
33	Follow the route. Accelerate to follow the maroon SUV that is to the front. Waypoints:
34	Follow the route. Accelerate to follow the yellow car that is to the front. Waypoints:
35	Follow the route. Accelerate to follow the yellow car that is to the front in 12.3 meters. Waypoints:
36	Follow the route. Accelerate to follow the maroon SUV that is to the front. Waypoints:
37	Follow the route. Accelerate to follow the yellow car that is to the front. Waypoints:
38	Follow the route. Accelerate to follow the yellow car that is to the front. Waypoints:
39	Follow the route. Accelerate to follow the yellow car that is to the front. Waypoints:
40	Follow the route. Accelerate to follow the yellow car that is to the front. Waypoints:
41	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.1 meters. Waypoints:
42	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.0 meters. Waypoints:
43	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
44	Follow the route. Maintain the reduced speed to stay behind the yellow car that is to the front in 13.3 meters. Waypoints:
45	Follow the route. Maintain the reduced speed to stay behind the yellow car that is to the front in 13.0 meters. Waypoints:
46	Follow the route. Maintain the reduced speed to stay behind the yellow car that is to the front in 13.0 meters. Waypoints:
47	Follow the route. Maintain the reduced speed to stay behind the yellow car that is to the front in 14.3 meters. Waypoints:
48	Follow the route. Maintain the reduced speed to stay behind the yellow car that is to the front in 13.0 meters. Waypoints:
