step	language
1	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
2	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
3	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
4	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 9.3 meters. Waypoints:
5	Follow the route. Accelerate to follow the maroon SUV that is to the front in 9.5 meters. Waypoints:
6	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front. Waypoints:
7	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front. Waypoints:
8	Follow the route. Accelerate to follow the maroon SUV that is to the front in 11.9 meters. Waypoints:
9	Follow the route. Accelerate to follow the maroon SUV that is to the front in 11.9 meters. Waypoints:
10	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front. Waypoints:
11	Follow the route. Accelerate to follow the maroon SUV that is to the front in 11.9 meters. Waypoints:
12	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front in 12.4 meters. Waypoints:
13	Follow the route. Remain stopped to stay behind the silver SUV that is to the front in 12.3 meters. Waypoints:
14	Follow the route. Accelerate to follow the silver SUV that is to the front in 11.9 meters. Waypoints:
15	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front. Waypoints:
16	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
17	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
18	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
19	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
20	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
21	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
22	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
23	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
24	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
25	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
26	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
27	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
28	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
29	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
30	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
31	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
32	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
33	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
34	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
35	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
36	Follow the route. Accelerate to drive with the target speed. Waypoints:
37	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
38	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
39	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
40	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.4 meters. Waypoints:
41	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
42	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
43	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.8 meters. Waypoints:
44	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
45	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
46	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
47	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
48	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
49	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
50	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
51	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 13.6 meters. Waypoints:
52	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
53	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.8 meters. Waypoints:
54	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
55	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.8 meters. Waypoints:
56	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.8 meters. Waypoints:
57	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
58	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
59	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
60	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.6 meters. Waypoints:
61	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
62	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
63	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
64	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
65	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.6 meters. Waypoints:
66	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
67	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
68	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.9 meters. Waypoints:
69	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
70	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
71	Follow the route. Accelerate to follow the maroon SUV that is to the front. Waypoints:
72	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
73	Follow the route. Accelerate to follow the maroon SUV that is to the front. Waypoints:
74	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
75	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
76	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
77	Prepare to do a lane change. Decelerate to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
78	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
79	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
80	Prepare to do a lane change. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
81	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
82	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
83	Prepare to do a lane change. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
84	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
85	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
86	Prepare to do a lane change. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
87	Prepare to do a lane change. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
88	Prepare to do a lane change. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.6 meters. Waypoints:
89	Prepare to do a lane change. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.4 meters. Waypoints:
90	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
91	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
92	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
93	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
