step	language
1	Prepare to do a lane change. Decelerate to stay behind the maroon SUV that is to the front left in 10.1 meters. Waypoints:
2	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 9.6 meters. Waypoints:
3	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
4	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
5	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front. Waypoints:
6	Prepare to do a lane change. Remain stopped to stay behind the maroon SUV that is to the front left in 16.0 meters. Waypoints:
7	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 10.0 meters. Waypoints:
8	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 10.0 meters. Waypoints:
9	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 10.0 meters. Waypoints:
10	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 10.3 meters. Waypoints:
11	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 11.9 meters. Waypoints:
12	Prepare to do a lane change. Accelerate to follow the black SUV that is to the front left in 12.9 meters. Waypoints:
13	Prepare to do a lane change. Accelerate to follow the black SUV that is to the front in 11.6 meters. Waypoints:
14	Prepare to do a lane change. Accelerate to follow the black SUV that is to the front in 114.0 meters. Waypoints:
15	Prepare to do a lane change. Accelerate to follow the black SUV that is to the front in 12.3 meters. Waypoints:
16	Prepare to do a lane change. Accelerate to follow the dark green SUV that is to the front in 12.3 meters. Waypoints:
17	Prepare to do a lane change. Accelerate to follow the dark green SUV that is to the front in 12.3 meters. Waypoints:
18	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
19	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front. Waypoints:
20	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
21	Prepare to do a lane change. Accelerate to follow the dark green SUV that is to the front. Waypoints:
22	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
23	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 12.3 meters. Waypoints:
24	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 13.1 meters. Waypoints:
25	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
26	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front. Waypoints:
27	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 12.3 meters. Waypoints:
28	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
29	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
30	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
31	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front. Waypoints:
32	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
33	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
34	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
35	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
36	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
37	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
38	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
39	Prepare to do a lane change. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
40	Prepare to do a lane change. Decelerate to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
41	Prepare to do a lane change. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
42	Prepare to do a lane change. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
43	Prepare to do a lane change. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 12.9 meters. Waypoints:
44	Prepare to do a lane change. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 12.6 meters. Waypoints:
45	Prepare to do a lane change. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
46	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
47	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 12.7 meters. Waypoints:
48	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
49	Follow the route. Maintain the reduced speed to stay behind the black SUV that is to the front. Waypoints:
50	Follow the route. Decelerate to stay behind the black SUV that is to the front in 11.7 meters. Waypoints:
51	Follow the route. Maintain the reduced speed to stay behind the black SUV that is to the front. Waypoints:
52	Follow the route. Maintain the reduced speed to stay behind the black SUV that is to the front. Waypoints:
53	Follow the route. Maintain the reduced speed to stay behind the black SUV that is to the front. Waypoints:
54	Follow the route. Decelerate to stay behind the black SUV that is to the front. Waypoints:
55	Follow the route. Maintain the reduced speed to stay behind the navy SUV that is to the front. Waypoints:
56	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
57	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 11.7 meters. Waypoints:
58	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
59	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
60	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
61	Follow the route. Accelerate to follow the maroon SUV that is to the front in 11.7 meters. Waypoints:
62	Follow the route. Accelerate to follow the black SUV that is to the front in 114.0 meters. Waypoints:
63	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
64	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
65	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 11.6 meters. Waypoints:
66	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 116.0 meters. Waypoints:
67	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
68	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
69	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
70	Follow the route. Accelerate to follow the black SUV that is to the front in 114.0 meters. Waypoints:
71	Follow the route. Accelerate to follow the black SUV that is to the front in 116.0 meters. Waypoints:
72	Follow the route. Accelerate to follow the silver SUV that is to the front. Waypoints:
73	Follow the route. Accelerate to follow the silver SUV that is to the front. Waypoints:
74	Follow the route. Accelerate to follow the silver SUV that is to the front in 12.3 meters. Waypoints:
75	Follow the route. Maintain the reduced speed to stay behind the silver SUV that is to the front. Waypoints:
76	Follow the route. Accelerate to follow the silver SUV that is to the front in 12.4 meters. Waypoints:
77	Follow the route. Accelerate to follow the silver SUV that is to the front in 12.9 meters. Waypoints:
78	Follow the route. Accelerate to follow the silver SUV that is to the front in 12.8 meters. Waypoints:
79	Follow the route. Accelerate to follow the silver SUV that is to the front in 13.0 meters. Waypoints:
80	Follow the route. Accelerate to follow the silver SUV that is to the front in 12.8 meters. Waypoints:
81	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 12.8 meters. Waypoints:
82	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.0 meters. Waypoints:
83	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
84	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
85	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
86	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
87	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
88	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 12.6 meters. Waypoints:
89	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
90	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
91	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
92	Follow the route. Accelerate to follow the maroon SUV that is to the front in 12.9 meters. Waypoints:
93	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.0 meters. Waypoints:
94	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.0 meters. Waypoints:
95	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
96	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
97	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
98	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
99	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
100	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
101	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
102	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
103	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
104	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
105	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.7 meters. Waypoints:
106	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.6 meters. Waypoints:
107	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
108	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
109	Follow the route. Accelerate to follow the silver SUV that is to the front in 14.3 meters. Waypoints:
110	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
111	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
112	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
113	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
114	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
115	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
116	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
117	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
118	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
119	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
120	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
121	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
122	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
123	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
124	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
125	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
126	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
127	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
128	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
129	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
130	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
131	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
132	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
133	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
134	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
135	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
136	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
137	Prepare to do a lane change. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
138	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
139	Follow the route. Accelerate to follow the maroon SUV that is to the front in 15.3 meters. Waypoints:
140	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
141	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
142	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.4 meters. Waypoints:
143	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.7 meters. Waypoints:
144	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
145	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
146	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
147	Prepare to do a lane change. Decelerate to stay behind the maroon SUV that is to the front in 13.4 meters. Waypoints:
148	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
149	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 13.6 meters. Waypoints:
150	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 13.4 meters. Waypoints:
151	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
152	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
153	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
154	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
155	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
156	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
157	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
158	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
159	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
160	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
161	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
162	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
163	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
164	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
165	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 15.3 meters. Waypoints:
166	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
167	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 13.4 meters. Waypoints:
168	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 14.0 meters. Waypoints:
169	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
170	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
171	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
172	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
173	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
174	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
175	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
176	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
177	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
178	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
179	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
180	Follow the route. Maintain the reduced speed to stay behind the silver SUV that is to the front in 15.4 meters. Waypoints:
181	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
182	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
183	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
184	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
185	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
186	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
187	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
188	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
189	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
190	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 13.8 meters. Waypoints:
191	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
192	Follow the route. Decelerate to stay behind the maroon SUV that is to the front left. Waypoints:
193	Follow the route. Decelerate to stay behind the maroon SUV that is to the front left. Waypoints:
194	Follow the route. Decelerate to stay behind the maroon SUV that is to the front left. Waypoints:
195	Follow the route. Maintain the reduced speed to stay behind the silver SUV that is to the front in 14.3 meters. Waypoints:
196	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
197	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
198	Prepare to do a lane change. Decelerate to stay behind the maroon SUV that is to the front left in 10.8 meters. Waypoints:
199	Prepare to do a lane change. Decelerate to stay behind the dark green SUV that is to the front left in 10.4 meters. Waypoints:
200	Prepare to do a lane change. Decelerate to stay behind the dark green SUV that is to the front left in 10.7 meters. Waypoints:
201	Follow the route. Decelerate to stay behind the dark green SUV that is to the front left. Waypoints:
202	Prepare to do a lane change. Decelerate to stay behind the dark green SUV that is to the front in 13.3 meters. Waypoints:
203	Follow the route. Decelerate to stay behind the maroon SUV that is to the front left. Waypoints:
204	Follow the route. Decelerate to stay behind the maroon SUV that is to the front left. Waypoints:
205	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
206	Follow the route. Decelerate to stay behind the maroon SUV that is to the front left. Waypoints:
207	Follow the route. Decelerate to stay behind the maroon SUV that is to the front left. Waypoints:
208	Prepare to do a lane change. Decelerate to stay behind the maroon SUV that is to the front left in 12.0 meters. Waypoints:
209	Follow the route. Decelerate to stay behind the maroon SUV that is to the front left. Waypoints:
210	Follow the route. Decelerate to stay behind the maroon SUV that is to the front left. Waypoints:
211	Prepare to do a lane change. Decelerate to stay behind the maroon SUV that is to the front left in 10.3 meters. Waypoints:
212	Follow the route. Accelerate to drive with the target speed. Waypoints:
213	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
214	Follow the route. Accelerate to drive with the target speed. Waypoints:
215	Follow the route. Accelerate to follow the silver SUV that is to the front in 16.3 meters. Waypoints:
216	Follow the route. Accelerate to follow the silver SUV that is to the front in 16.3 meters. Waypoints:
217	Follow the route. Accelerate to follow the silver SUV that is to the front in 16.3 meters. Waypoints:
218	Follow the route. Accelerate to follow the silver SUV that is to the front in 16.3 meters. Waypoints:
219	Follow the route. Accelerate to follow the silver SUV that is to the front in 16.3 meters. Waypoints:
220	Follow the route. Accelerate to follow the silver SUV that is to the front in 16.4 meters. Waypoints:
221	Follow the route. Accelerate to follow the silver SUV that is to the front in 16.3 meters. Waypoints:
222	Follow the route. Accelerate to follow the silver SUV that is to the front in 15.3 meters. Waypoints:
223	Follow the route. Accelerate to follow the silver SUV that is to the front in 15.3 meters. Waypoints:
224	Follow the route. Accelerate to follow the silver SUV that is to the front in 15.3 meters. Waypoints:
225	Follow the route. Accelerate to follow the silver SUV that is to the front in 15.0 meters. Waypoints:
226	Follow the route. Accelerate to follow the silver SUV that is to the front in 14.3 meters. Waypoints:
227	Follow the route. Accelerate to follow the black SUV that is to the front in 14.3 meters. Waypoints:
