step	language
1	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
2	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
3	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
4	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 9.5 meters. Waypoints:
5	Follow the route. Accelerate to follow the maroon SUV that is to the front in 9.7 meters. Waypoints:
6	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front. Waypoints:
7	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 10.0 meters. Waypoints:
8	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 11.9 meters. Waypoints:
9	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front. Waypoints:
10	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front. Waypoints:
11	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 11.9 meters. Waypoints:
12	Prepare to do a lane change. Accelerate to follow the silver SUV that is to the front in 11.9 meters. Waypoints:
13	Prepare to do a lane change. Accelerate to follow the silver SUV that is to the front in 11.9 meters. Waypoints:
14	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front. Waypoints:
15	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front. Waypoints:
16	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 12.3 meters. Waypoints:
17	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 12.3 meters. Waypoints:
18	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front. Waypoints:
19	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 12.9 meters. Waypoints:
20	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
21	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 12.9 meters. Waypoints:
22	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 12.3 meters. Waypoints:
23	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front. Waypoints:
24	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
25	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
26	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
27	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front. Waypoints:
28	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front. Waypoints:
29	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 12.3 meters. Waypoints:
30	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
31	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
32	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
33	Prepare to do a lane change. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
34	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
35	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
36	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
37	Prepare to do a lane change. Decelerate to stay behind the maroon SUV that is to the front in 12.3 meters. Waypoints:
38	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
39	Prepare to do a lane change. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
40	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
41	Prepare to do a lane change. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
42	Follow the route. Maintain the reduced speed to stay behind the black SUV that is to the front. Waypoints:
43	Follow the route. Decelerate to stay behind the black SUV that is to the front. Waypoints:
44	Prepare to do a lane change. Decelerate to stay behind the black SUV that is to the front in 11.7 meters. Waypoints:
45	Follow the route. Decelerate to stay behind the black SUV that is to the front. Waypoints:
46	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 116.0 meters long lane. Waypoints:
47	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 111.0 meters. Waypoints:
48	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 114.0 meters. Waypoints:
49	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
50	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 114.0 meters. Waypoints:
51	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
52	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
53	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
54	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
55	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
56	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
57	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 11.8 meters. Waypoints:
58	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
59	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
60	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
61	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
62	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
63	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 11.9 meters. Waypoints:
64	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
65	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
66	Follow the route. Accelerate to follow the black SUV that is to the front in 11.6 meters. Waypoints:
67	Follow the route. Accelerate to follow the maroon SUV that is to the front in 12.0 meters. Waypoints:
68	Follow the route. Accelerate to follow the maroon SUV that is to the front in 12.3 meters. Waypoints:
69	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
70	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
71	Follow the route. Accelerate to follow the maroon SUV that is to the front in 12.8 meters. Waypoints:
72	Follow the route. Accelerate to follow the maroon SUV that is to the front in 12.9 meters. Waypoints:
73	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.0 meters. Waypoints:
74	Follow the route. Accelerate to follow the maroon SUV that is to the front in 12.8 meters. Waypoints:
75	Follow the route. Accelerate to follow the maroon SUV that is to the front. Waypoints:
76	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 12.8 meters. Waypoints:
77	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
78	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 12.8 meters. Waypoints:
79	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
80	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
81	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
82	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
83	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
84	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
85	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
86	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
87	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
88	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 12.9 meters. Waypoints:
89	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
90	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
91	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
92	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
93	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 12.8 meters. Waypoints:
94	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
95	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
