step	language
1	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 11.0 meters. Waypoints:
2	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 10.0 meters. Waypoints:
3	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 10.0 meters. Waypoints:
4	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 9.5 meters. Waypoints:
5	Follow the route. Accelerate to follow the maroon SUV that is to the front. Waypoints:
6	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front. Waypoints:
7	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front in 10.3 meters. Waypoints:
8	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front in 10.3 meters. Waypoints:
9	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front in 10.4 meters. Waypoints:
10	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front in 11.9 meters. Waypoints:
11	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front in 13.0 meters. Waypoints:
12	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front in 12.3 meters. Waypoints:
13	Follow the route. Accelerate to follow the black SUV that is to the front in 11.9 meters. Waypoints:
14	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front in 12.3 meters. Waypoints:
15	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front in 13.0 meters. Waypoints:
16	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front in 12.3 meters. Waypoints:
17	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
18	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
19	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
20	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
21	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
22	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
23	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
24	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
25	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
26	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
27	Follow the route. Accelerate to follow the maroon SUV that is to the front in 15.0 meters. Waypoints:
28	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
29	Follow the route. Accelerate to follow the maroon SUV that is to the front in 15.0 meters. Waypoints:
30	Follow the route. Accelerate to follow the maroon SUV that is to the front in 15.0 meters. Waypoints:
31	Follow the route. Accelerate to follow the maroon SUV that is to the front in 15.0 meters. Waypoints:
32	Follow the route. Accelerate to follow the maroon SUV that is to the front in 15.0 meters. Waypoints:
33	Follow the route. Accelerate to follow the maroon SUV that is to the front in 15.0 meters. Waypoints:
34	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
35	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.0 meters. Waypoints:
36	Follow the route. Accelerate to follow the maroon SUV that is to the front in 15.0 meters. Waypoints:
