step	language
1	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 9.7 meters. Waypoints:
2	Prepare to do a lane change. Decelerate to stay behind the maroon SUV that is to the front in 9.6 meters. Waypoints:
3	Follow the route. Decelerate to stay behind the maroon SUV that is to the front left in 10.0 meters. Waypoints:
4	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 9.0 meters. Waypoints:
5	Follow the route. Accelerate to drive with the target speed. Waypoints:
6	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 10.0 meters. Waypoints:
7	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front in 10.1 meters. Waypoints:
8	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 10.0 meters. Waypoints:
9	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 10.0 meters. Waypoints:
10	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 10.3 meters. Waypoints:
11	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front left in 12.0 meters. Waypoints:
12	Prepare to do a lane change. Accelerate to follow the black SUV that is to the front in 12.3 meters. Waypoints:
13	Prepare to do a lane change. Accelerate to follow the black SUV that is to the front in 11.9 meters. Waypoints:
14	Prepare to do a lane change. Accelerate to follow the black SUV that is to the front in 114.0 meters. Waypoints:
15	Prepare to do a lane change. Accelerate to follow the black SUV that is to the front in 12.3 meters. Waypoints:
16	Prepare to do a lane change. Accelerate to follow the dark green SUV that is to the front in 12.3 meters. Waypoints:
17	Prepare to do a lane change. Accelerate to follow the dark green SUV that is to the front in 12.3 meters. Waypoints:
18	Prepare to do a lane change. Accelerate to follow the dark green SUV that is to the front in 12.3 meters. Waypoints:
19	Follow the route. Accelerate to follow the maroon SUV that is to the front in 12.3 meters. Waypoints:
20	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
21	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
22	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front. Waypoints:
23	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 12.9 meters. Waypoints:
24	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 12.9 meters. Waypoints:
25	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 13.0 meters. Waypoints:
26	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 12.9 meters. Waypoints:
27	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
28	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 13.1 meters. Waypoints:
29	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
30	Follow the route. Accelerate to follow the navy SUV that is to the front in 13.1 meters. Waypoints:
31	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
32	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 13.1 meters. Waypoints:
33	Prepare to do a lane change. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
34	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
35	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
36	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
37	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
38	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
39	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
40	Prepare to do a lane change. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
41	Prepare to do a lane change. Decelerate to stay behind the maroon SUV that is to the front in 12.9 meters. Waypoints:
42	Prepare to do a lane change. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
43	Prepare to do a lane change. Decelerate to stay behind the maroon SUV that is to the front in 12.4 meters. Waypoints:
44	Prepare to do a lane change. Decelerate to stay behind the maroon SUV that is to the front in 12.8 meters. Waypoints:
45	Prepare to do a lane change. Decelerate to stay behind the black SUV that is to the front in 12.4 meters. Waypoints:
46	Follow the route. Decelerate to stay behind the black SUV that is to the front in 12.3 meters. Waypoints:
47	Follow the route. Maintain the reduced speed to stay behind the black SUV that is to the front. Waypoints:
