step	language
1	Follow the route. Accelerate to drive with the target speed. Waypoints:
2	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
3	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
4	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 9.3 meters. Waypoints:
5	Follow the route. Accelerate to follow the maroon SUV that is to the front in 10.0 meters. Waypoints:
6	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front in 10.0 meters. Waypoints:
7	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front. Waypoints:
8	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front. Waypoints:
9	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front. Waypoints:
10	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front. Waypoints:
11	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front in 11.9 meters. Waypoints:
12	Follow the route. Remain stopped to stay behind the black SUV that is to the front. Waypoints:
13	Follow the route. Remain stopped to stay behind the black SUV that is to the front in 12.4 meters. Waypoints:
14	Follow the route. Remain stopped to stay behind the black SUV that is to the front in 12.3 meters. Waypoints:
15	Follow the route. Remain stopped to stay behind the black SUV that is to the front in 12.6 meters. Waypoints:
16	Follow the route. Remain stopped to stay behind the black SUV that is to the front in 13.0 meters. Waypoints:
17	Follow the route. Remain stopped to stay behind the black SUV that is to the front in 13.0 meters. Waypoints:
18	Follow the route. Remain stopped to stay behind the black SUV that is to the front. Waypoints:
19	Follow the route. Remain stopped to stay behind the black SUV that is to the front in 13.3 meters. Waypoints:
20	Follow the route. Accelerate to follow the black SUV that is to the front in 14.3 meters. Waypoints:
21	Follow the route. Accelerate to follow the black SUV that is to the front. Waypoints:
22	Follow the route. Remain stopped to stay behind the black SUV that is to the front left in 14.4 meters. Waypoints:
23	Follow the route. Remain stopped to stay behind the black SUV that is to the front left in 16.3 meters. Waypoints:
24	Follow the route. Remain stopped to stay behind the black SUV that is to the front in 14.3 meters. Waypoints:
25	Follow the route. Remain stopped to stay behind the black SUV that is to the front left. Waypoints:
26	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
27	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.0 meters. Waypoints:
28	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front left in 13.4 meters. Waypoints:
29	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
30	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front left. Waypoints:
31	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
32	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front left in 16.0 meters. Waypoints:
33	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front left in 16.0 meters. Waypoints:
34	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front left in 16.0 meters. Waypoints:
35	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
36	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
37	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front left in 16.3 meters. Waypoints:
38	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front left in 18.0 meters. Waypoints:
39	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front left in 16.0 meters. Waypoints:
40	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front left in 18.0 meters. Waypoints:
41	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front left in 16.0 meters. Waypoints:
42	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front left in 12.5 meters. Waypoints:
43	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front left in 16.0 meters. Waypoints:
44	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front left. Waypoints:
45	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front left in 16.3 meters. Waypoints:
46	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front left in 10.1 meters. Waypoints:
47	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front left in 18.0 meters. Waypoints:
48	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front left in 16.0 meters. Waypoints:
49	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front left in 18.1 meters. Waypoints:
50	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front left in 16.0 meters. Waypoints:
51	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front left in 12.5 meters. Waypoints:
52	Follow the route. Accelerate to follow the maroon SUV that is to the front left in 16.3 meters. Waypoints:
53	Follow the route. Remain stopped to stay behind the black car that is to the front left in 3.0 meters. Waypoints:
54	Follow the route. Remain stopped to stay behind the black car that is to the front left in 3.2 meters. Waypoints:
55	Follow the route. Remain stopped to stay behind the black car that is to the front left in 3.0 meters. Waypoints:
56	Follow the route. Accelerate to follow the maroon car that is to the front right. Waypoints:
57	Follow the route. Remain stopped to stay behind the black car that is to the front left in 10.0 meters. Waypoints:
58	Follow the route. Remain stopped to stay behind the maroon car that is to the front left in 3.2 meters. Waypoints:
59	Follow the route. Remain stopped to stay behind the black car that is to the front left in 3.0 meters. Waypoints:
60	Follow the route. Remain stopped to stay behind the black car that is to the front left in 3.0 meters. Waypoints:
61	Follow the route. Remain stopped to stay behind the black car that is to the front left. Waypoints:
62	Follow the route. Remain stopped to stay behind the maroon car that is to the front left in 3.5 meters. Waypoints:
63	Follow the route. Remain stopped to stay behind the black car that is to the front left. Waypoints:
64	Follow the route. Remain stopped to stay behind the black car that is to the front left. Waypoints:
