step	language
1	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 9.7 meters. Waypoints:
2	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 9.3 meters. Waypoints:
3	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 9.0 meters. Waypoints:
4	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 9.0 meters. Waypoints:
5	Follow the route. Accelerate to follow the maroon SUV that is to the front in 9.6 meters. Waypoints:
6	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front in 9.5 meters. Waypoints:
7	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front in 10.3 meters. Waypoints:
8	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front in 11.0 meters. Waypoints:
9	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front. Waypoints:
10	Follow the route. Accelerate to follow the maroon SUV that is to the front in 11.7 meters. Waypoints:
11	Go around the construction site. Wait for a gap in the traffic before changing lanes. Waypoints:
12	Follow the route. Accelerate to follow the black SUV that is to the front in 11.9 meters. Waypoints:
13	Follow the route. Accelerate to follow the black SUV that is to the front in 11.9 meters. Waypoints:
14	Go around the accident in your lane. Wait for an open space in traffic before changing lanes. Waypoints:
15	Follow the route. Accelerate to follow the black SUV that is to the front in 12.9 meters. Waypoints:
16	Follow the route. Accelerate to follow the black SUV that is to the front in 12.3 meters. Waypoints:
17	Go around the accident in your lane. Wait for an open space in traffic before changing lanes. Waypoints:
18	Go around the construction site. Accelerate to change to the neighbouring lane, as the gap is big enough. Waypoints:
19	Go around the construction site. Accelerate to change to the neighbouring lane, as the gap is big enough. Waypoints:
20	Go around the construction site. Accelerate to change to the neighbouring lane, as the gap is big enough. Waypoints:
21	Go around the construction site. Accelerate to change to the neighbouring lane, as the gap is big enough. Waypoints:
22	Go around the construction site. Accelerate to change to the neighbouring lane, as the gap is big enough. Waypoints:
23	Follow the route. Decelerate to stay behind the maroon SUV that is to the front left. Waypoints:
24	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.4 meters. Waypoints:
25	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
26	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
27	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
28	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
29	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
30	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
31	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
32	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.1 meters. Waypoints:
33	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.0 meters. Waypoints:
34	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
35	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
36	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
37	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
38	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
39	Follow the route. Accelerate to drive with the target speed. Waypoints:
40	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
41	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
42	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
43	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
44	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
45	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
46	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
47	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
48	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
49	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
50	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
51	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
52	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
53	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
54	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
55	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
56	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
57	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
58	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
59	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
60	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
61	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
62	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.9 meters. Waypoints:
63	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
64	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.8 meters. Waypoints:
65	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
66	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
67	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
68	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
69	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
70	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
71	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.6 meters. Waypoints:
72	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
73	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
74	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
75	Prepare to do a lane change. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
76	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
77	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
78	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.8 meters. Waypoints:
79	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.9 meters. Waypoints:
80	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
81	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
82	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
83	Prepare to do a lane change. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
84	Prepare to do a lane change. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
85	Prepare to do a lane change. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 14.4 meters. Waypoints:
86	Prepare to do a lane change. Decelerate to stay behind the maroon SUV that is to the front in 13.4 meters. Waypoints:
87	Prepare to do a lane change. Decelerate to stay behind the maroon SUV that is to the front in 13.4 meters. Waypoints:
88	Prepare to do a lane change. Decelerate to stay behind the maroon SUV that is to the front in 14.3 meters. Waypoints:
