step	language
1	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
2	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
3	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
4	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
5	Follow the route. Accelerate to follow the maroon SUV that is to the front in 10.0 meters. Waypoints:
6	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front in 9.5 meters. Waypoints:
7	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front. Waypoints:
8	Follow the route. Accelerate to follow the maroon SUV that is to the front in 10.3 meters. Waypoints:
9	Follow the route. Accelerate to follow the maroon SUV that is to the front in 11.7 meters. Waypoints:
10	Follow the route. Accelerate to follow the maroon SUV that is to the front in 11.9 meters. Waypoints:
11	Follow the route. Accelerate to follow the maroon SUV that is to the front in 11.9 meters. Waypoints:
12	Follow the route. Accelerate to follow the maroon SUV that is to the front in 11.9 meters. Waypoints:
13	Follow the route. Accelerate to follow the silver SUV that is to the front in 11.9 meters. Waypoints:
14	Follow the route. Remain stopped to stay behind the maroon SUV that is to the front. Waypoints:
15	Follow the route. Accelerate to follow the maroon SUV that is to the front in 12.9 meters. Waypoints:
16	Follow the route. Accelerate to follow the maroon SUV that is to the front in 12.8 meters. Waypoints:
17	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
18	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.2 meters. Waypoints:
19	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.2 meters. Waypoints:
20	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.1 meters. Waypoints:
21	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
22	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
23	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
24	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
25	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
26	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
27	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
28	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
29	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
30	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
31	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
32	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.8 meters. Waypoints:
33	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
34	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
35	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
36	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
37	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.3 meters. Waypoints:
38	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
39	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
40	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
41	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
42	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 13.4 meters. Waypoints:
43	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 12.9 meters. Waypoints:
44	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
45	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 12.7 meters. Waypoints:
46	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
47	Follow the route. Decelerate to stay behind the maroon SUV that is to the front in 12.8 meters. Waypoints:
48	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
49	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
50	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
51	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
52	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
53	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
54	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
55	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
56	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
57	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 11.8 meters. Waypoints:
58	Follow the route. Maintain the reduced speed to stay behind the silver SUV that is to the front in 11.8 meters. Waypoints:
59	Follow the route. Maintain the reduced speed to stay behind the black SUV that is to the front. Waypoints:
60	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
61	Follow the route. Maintain the reduced speed to stay behind the silver SUV that is to the front in 12.2 meters. Waypoints:
62	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 11.8 meters. Waypoints:
63	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
64	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 12.3 meters. Waypoints:
65	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
66	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
67	Follow the route. Accelerate to follow the maroon SUV that is to the front in 12.3 meters. Waypoints:
68	Follow the route. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
69	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
70	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
71	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
72	Follow the route. Accelerate to follow the maroon SUV that is to the front. Waypoints:
73	Follow the route. Accelerate to follow the maroon SUV that is to the front in 12.8 meters. Waypoints:
74	Follow the route. Accelerate to follow the maroon SUV that is to the front. Waypoints:
75	Follow the route. Accelerate to follow the maroon SUV that is to the front in 12.8 meters. Waypoints:
76	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
77	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
78	Follow the route. Maintain the reduced speed to stay behind the maroon SUV that is to the front. Waypoints:
79	Prepare to do a lane change. Decelerate to stay behind the maroon SUV that is to the front in 13.1 meters. Waypoints:
80	Prepare to do a lane change. Decelerate to stay behind the maroon SUV that is to the front in 12.8 meters. Waypoints:
81	Prepare to do a lane change. Decelerate to stay behind the maroon SUV that is to the front in 13.1 meters. Waypoints:
82	Prepare to do a lane change. Decelerate to stay behind the maroon SUV that is to the front in 12.8 meters. Waypoints:
83	Prepare to do a lane change. Decelerate to stay behind the maroon SUV that is to the front. Waypoints:
84	Prepare to do a lane change. Decelerate to stay behind the maroon SUV that is to the front in 12.9 meters. Waypoints:
85	Prepare to do a lane change. Decelerate to stay behind the maroon SUV that is to the front in 13.3 meters. Waypoints:
86	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
87	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
88	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
89	Prepare to do a lane change. Maintain the reduced speed to stay behind the maroon SUV that is to the front in 12.9 meters. Waypoints:
90	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
91	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
92	Prepare to do a lane change. Accelerate to drive with the target speed. Waypoints:
93	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.6 meters. Waypoints:
94	Follow the route. Accelerate to follow the maroon SUV that is to the front in 13.3 meters. Waypoints:
