image,class_name,orig_confidence,patched_confidence,confidence_delta,detection_lost
0073046875-90_264-309&403_462&451-462&450_313&451_309&404_458&403-0_0_3_24_26_28_27_24-158-60.jpg,car,0.9170396327972412,0.9173670411109924,0.0003274083137512207,False
00776258680556-87_266-288&422_434&476-434&468_293&476_288&431_432&422-0_0_3_25_33_24_32_25-149-79.jpg,car,0.7845767736434937,0.7922924757003784,0.007715702056884766,False
00793619791667-91_263-259&404_418&455-418&455_259&445_264&404_412&409-0_0_3_24_27_30_31_25-158-12.jpg,car,0.7184278964996338,0.7311415672302246,0.01271367073059082,False
00793619791667-91_263-259&404_418&455-418&455_259&445_264&404_412&409-0_0_3_24_27_30_31_25-158-12.jpg,car,0.5160059332847595,0.525595486164093,0.009589552879333496,False
00805121527778-93_271-296&485_436&543-433&543_296&541_297&485_436&494-1_0_3_32_24_29_24_29-168-78.jpg,car,0.685840368270874,0.474583238363266,-0.21125712990760803,False
00805121527778-93_271-296&485_436&543-433&543_296&541_297&485_436&494-1_0_3_32_24_29_24_29-168-78.jpg,truck,0.3006320297718048,0.40660884976387024,0.10597681999206543,False
00871961805556-89_268-261&482_425&536-425&532_263&536_261&485_422&482-0_0_3_24_30_25_27_30-90-110.jpg,car,0.921722948551178,0.9238374829292297,0.002114534378051758,False
00871961805556-89_268-261&482_425&536-425&532_263&536_261&485_422&482-0_0_3_24_30_25_27_30-90-110.jpg,car,0.42090001702308655,0.4296516478061676,0.008751630783081055,False
00873480902778-90_267-229&408_390&462-390&461_231&462_229&410_387&408-0_0_3_24_24_26_25_33-129-34.jpg,car,0.8276599049568176,0.8212021589279175,-0.0064577460289001465,False
00873480902778-90_267-229&408_390&462-390&461_231&462_229&410_387&408-0_0_3_24_24_26_25_33-129-34.jpg,car,0.7132833003997803,0.7130225896835327,-0.0002607107162475586,False
00873480902778-90_267-229&408_390&462-390&461_231&462_229&410_387&408-0_0_3_24_24_26_25_33-129-34.jpg,car,0.37993109226226807,0.375051885843277,-0.004879206418991089,False
00873480902778-90_267-229&408_390&462-390&461_231&462_229&410_387&408-0_0_3_24_24_26_25_33-129-34.jpg,car,0.2647618353366852,0.25991758704185486,-0.004844248294830322,False
009144965277777778-90_263-326&515_498&569-493&569_332&569_326&515_498&515-0_0_3_26_26_31_30_31-138-8.jpg,car,0.4056987166404724,0.5394508838653564,0.13375216722488403,False
010458984375-90_94-288&461_477&517-474&517_288&515_289&462_477&461-1_0_5_30_27_25_25_24-135-61.jpg,car,0.6212541460990906,0.5056641101837158,-0.11559003591537476,False
0106966145833-90_265-221&456_407&514-407&511_221&514_225&457_405&456-0_0_3_24_26_28_24_28-109-82.jpg,bus,0.8261523246765137,0.8055620789527893,-0.020590245723724365,False
0106966145833-90_265-221&456_407&514-407&511_221&514_225&457_405&456-0_0_3_24_26_28_24_28-109-82.jpg,car,0.7323493957519531,0.7344573736190796,0.002107977867126465,False
0106966145833-90_265-221&456_407&514-407&511_221&514_225&457_405&456-0_0_3_24_26_28_24_28-109-82.jpg,car,0.5255488157272339,0.5298147797584534,0.004265964031219482,False
0113313802083-92_270-207&464_384&528-384&528_207&517_208&464_380&472-0_0_3_24_24_32_24_32-99-20.jpg,car,0.48497238755226135,0.48533299565315247,0.0003606081008911133,False
0113313802083-92_270-207&464_384&528-384&528_207&517_208&464_380&472-0_0_3_24_24_32_24_32-99-20.jpg,car,0.45323100686073303,0.4579058587551117,0.004674851894378662,False
0113313802083-92_270-207&464_384&528-384&528_207&517_208&464_380&472-0_0_3_24_24_32_24_32-99-20.jpg,bus,0.3731699287891388,0.350747674703598,-0.02242225408554077,False
0113313802083-92_270-207&464_384&528-384&528_207&517_208&464_380&472-0_0_3_24_24_32_24_32-99-20.jpg,car,0.30316081643104553,0.30199089646339417,-0.0011699199676513672,False
0113313802083-92_270-207&464_384&528-384&528_207&517_208&464_380&472-0_0_3_24_24_32_24_32-99-20.jpg,car,0.2786100506782532,0.27842727303504944,-0.00018277764320373535,False
01150390625-90_266-267&514_453&576-453&576_267&571_270&514_449&517-0_0_3_24_26_27_26_29-166-46.jpg,car,0.87639319896698,0.8976229429244995,0.02122974395751953,False
01150390625-90_266-267&514_453&576-453&576_267&571_270&514_449&517-0_0_3_24_26_27_26_29-166-46.jpg,car,0.6047950983047485,0.6117068529129028,0.006911754608154297,False
01150390625-90_266-267&514_453&576-453&576_267&571_270&514_449&517-0_0_3_24_26_27_26_29-166-46.jpg,car,0.32435864210128784,0.3309706151485443,0.00661197304725647,False
0117274305556-91_269-279&433_472&494-472&494_279&486_280&433_471&437-1_0_5_30_32_33_31_25-134-7.jpg,truck,0.34987178444862366,0.38556504249572754,0.03569325804710388,False
0118435329861-92_269-254&386_439&450-437&450_254&444_256&386_439&393-0_0_3_24_25_27_30_25-102-46.jpg,truck,0.47851330041885376,0.45621728897094727,-0.022296011447906494,False
0118435329861-92_269-254&386_439&450-437&450_254&444_256&386_439&393-0_0_3_24_25_27_30_25-102-46.jpg,car,0.3290478587150574,0.25114259123802185,-0.07790526747703552,False
0121842447917-90_268-228&464_425&526-425&526_229&525_228&464_424&464-0_0_3_24_33_30_33_32-175-16.jpg,car,0.7469052076339722,0.7702266573905945,0.023321449756622314,False
01244140625-87_254-291&505_473&574-473&574_308&571_291&515_459&505-0_0_3_25_29_25_26_33-110-76.jpg,car,0.8613384366035461,0.8601969480514526,-0.0011414885520935059,False
01244140625-87_254-291&505_473&574-473&574_308&571_291&515_459&505-0_0_3_25_29_25_26_33-110-76.jpg,car,0.7535245418548584,0.7268722653388977,-0.026652276515960693,False
01244140625-87_254-291&505_473&574-473&574_308&571_291&515_459&505-0_0_3_25_29_25_26_33-110-76.jpg,car,0.736930251121521,0.7673207521438599,0.030390501022338867,False
0125553385417-91_90-249&476_452&538-452&538_249&532_249&476_451&482-0_0_3_24_27_24_32_27-129-57.jpg,bus,0.863288164138794,0.8196402192115784,-0.043647944927215576,False
0130208333333-93_271-250&406_450&471-443&471_250&462_251&406_450&418-0_0_3_17_25_24_25_26-93-146.jpg,bus,0.4554848372936249,0.41959255933761597,-0.03589227795600891,False
0133875868056-90_97-311&457_510&525-510&523_313&525_311&461_503&457-0_0_3_25_24_26_24_32-185-56.jpg,car,0.9012947678565979,0.8911393880844116,-0.01015537977218628,False
0134114583333-89_259-291&443_497&508-497&508_302&507_291&448_495&443-0_0_3_25_26_27_30_30-104-56.jpg,car,0.6872961521148682,0.7377915978431702,0.050495445728302,False
013544921875-90_267-222&467_441&529-441&528_222&529_224&467_440&467-0_0_3_24_26_28_28_28-160-60.jpg,bus,0.7620480060577393,0.8262008428573608,0.06415283679962158,False
01361111111111111-90_90-244&519_468&581-463&581_244&578_244&519_468&519-0_0_3_25_30_30_30_25-217-24.jpg,car,0.8827238082885742,0.7913537621498108,-0.09137004613876343,False
0139930555556-90_269-240&438_448&506-448&506_241&506_240&441_447&438-0_0_3_24_28_33_32_26-179-37.jpg,truck,0.5334002375602722,0.5835978984832764,0.05019766092300415,False
0145399305556-88_266-250&370_450&444-450&434_255&444_250&381_447&370-0_0_3_24_28_33_29_32-126-43.jpg,bus,0.3495427668094635,0.25648343563079834,-0.09305933117866516,False
0146940104167-90_258-180&459_402&526-402&526_191&523_180&462_394&459-0_0_5_24_24_25_24_32-126-283.jpg,car,0.8597208857536316,0.8523861169815063,-0.007334768772125244,False
0148958333333-90_269-242&448_450&520-450&520_242&519_243&448_450&451-0_0_3_26_33_25_26_33-132-34.jpg,truck,0.4275992214679718,0.3364769220352173,-0.09112229943275452,False
0148958333333-90_269-242&448_450&520-450&520_242&519_243&448_450&451-0_0_3_26_33_25_26_33-132-34.jpg,bus,0.36763814091682434,0.5466516017913818,0.1790134608745575,False
0148958333333-90_269-242&448_450&520-450&520_242&519_243&448_450&451-0_0_3_26_33_25_26_33-132-34.jpg,car,0.29142317175865173,0.0,-0.29142317175865173,True
0152777777778-90_268-281&414_501&484-500&478_283&484_281&414_501&414-0_0_3_24_31_25_31_26-95-60.jpg,bus,0.6539952158927917,0.7021288871765137,0.048133671283721924,False
0152777777778-90_268-281&414_501&484-500&478_283&484_281&414_501&414-0_0_3_24_31_25_31_26-95-60.jpg,truck,0.2783423364162445,0.3736121654510498,0.0952698290348053,False
0158268229167-93_90-203&454_424&526-421&526_203&512_203&454_424&461-0_0_3_26_24_24_32_32-61-4.jpg,car,0.8649125695228577,0.7937134504318237,-0.07119911909103394,False
0158268229167-93_90-203&454_424&526-421&526_203&512_203&454_424&461-0_0_3_26_24_24_32_32-61-4.jpg,car,0.7464409470558167,0.7451479434967041,-0.0012930035591125488,False
015859375-90_261-217&496_449&565-449&565_226&559_217&496_448&497-0_0_3_24_33_33_33_25-99-69.jpg,car,0.3794707655906677,0.29596734046936035,-0.08350342512130737,False
0162760416667-88_265-256&482_456&564-450&550_256&564_259&491_456&482-0_0_3_24_32_28_24_27-131-296.jpg,bus,0.7506309747695923,0.742258608341217,-0.008372366428375244,False
0163324652778-87_89-267&468_479&546-479&532_270&546_267&474_477&468-0_0_3_25_29_32_30_25-161-132.jpg,car,0.749163806438446,0.8181247711181641,0.06896096467971802,False
0163888888889-90_268-237&454_473&524-473&524_239&523_237&455_471&454-0_0_3_24_33_33_32_24-188-92.jpg,car,0.8579093217849731,0.8392779231071472,-0.018631398677825928,False
016575520833333333-87_262-197&438_398&522-394&507_197&522_202&451_398&438-0_0_3_24_32_32_24_29-133-99.jpg,car,0.7786330580711365,0.8545199632644653,0.07588690519332886,False
016575520833333333-87_262-197&438_398&522-394&507_197&522_202&451_398&438-0_0_3_24_32_32_24_29-133-99.jpg,car,0.71153724193573,0.6955392360687256,-0.015998005867004395,False
0167100694444-90_268-240&453_440&537-439&532_240&537_242&453_440&455-0_0_3_25_24_26_24_32-172-81.jpg,car,0.7527987957000732,0.7836954593658447,0.030896663665771484,False
0168055555556-90_90-211&460_453&530-453&530_219&527_211&460_453&462-0_0_5_25_24_24_32_32-72-17.jpg,car,0.2926688492298126,0.3238879144191742,0.031219065189361572,False
0168869357639-87_97-269&469_466&555-462&542_269&555_281&470_466&469-0_0_3_24_31_29_32_32-128-131.jpg,car,0.5272053480148315,0.2966349124908447,-0.23057043552398682,False
0168869357639-87_97-269&469_466&555-462&542_269&555_281&470_466&469-0_0_3_24_31_29_32_32-128-131.jpg,bus,0.4406559467315674,0.5375028252601624,0.09684687852859497,False
0168869357639-87_97-269&469_466&555-462&542_269&555_281&470_466&469-0_0_3_24_31_29_32_32-128-131.jpg,truck,0.27961495518684387,0.0,-0.27961495518684387,True
0169444444444-90_269-233&433_477&503-474&502_234&503_233&433_477&436-0_0_3_24_30_31_29_29-156-366.jpg,truck,0.6280593276023865,0.5933433771133423,-0.03471595048904419,False
01701171875-91_268-209&377_443&450-442&450_210&448_209&377_443&385-0_0_3_26_32_26_25_30-122-117.jpg,car,0.5724175572395325,0.5623241662979126,-0.010093390941619873,False
01701171875-91_268-209&377_443&450-442&450_210&448_209&377_443&385-0_0_3_26_32_26_25_30-122-117.jpg,bus,0.519770085811615,0.5613659024238586,0.04159581661224365,False
01701171875-91_268-209&377_443&450-442&450_210&448_209&377_443&385-0_0_3_26_32_26_25_30-122-117.jpg,car,0.3701757490634918,0.3693023920059204,-0.0008733570575714111,False
0170681423611-90_265-191&424_433&495-433&495_196&492_191&424_433&426-0_0_5_25_31_33_32_32-91-28.jpg,car,0.569350004196167,0.3796466588973999,-0.1897033452987671,False
