step	language
1	Follow the route. Accelerate to follow the maroon SUV that is to the front. Waypoints:
2	Follow the route. Accelerate to follow the maroon SUV that is to the front. Waypoints:
3	Follow the route. Accelerate to follow the maroon SUV that is to the front in 11.0 meters. Waypoints:
4	Follow the route. Accelerate to follow the maroon SUV that is to the front in 10.1 meters. Waypoints:
5	Follow the route. Accelerate to follow the maroon SUV that is to the front in 10.1 meters. Waypoints:
6	Follow the route. Accelerate to drive with the target speed. Waypoints:
7	Follow the route. Accelerate to follow the maroon SUV that is to the front. Waypoints:
8	Follow the route. Accelerate to follow the maroon SUV that is to the front in 11.6 meters. Waypoints:
9	Stay on your current lane to avoid the accident on your lane. Accelerate to drive with the target speed. Waypoints:
10	Stay on your current lane to avoid the accident on your lane. Accelerate to drive with the target speed. Waypoints:
11	Follow the route. Accelerate to follow the maroon SUV that is to the front in 11.9 meters. Waypoints:
12	Follow the route. Accelerate to follow the maroon SUV that is to the front in 11.6 meters. Waypoints:
13	Follow the route. Accelerate to follow the maroon SUV that is to the front in 11.6 meters. Waypoints:
14	Follow the route. Accelerate to follow the maroon car that is to the front in 11.6 meters. Waypoints:
15	Follow the route. Accelerate to follow the maroon SUV that is to the front in 11.6 meters. Waypoints:
16	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.0 meters. Waypoints:
17	Follow the route. Accelerate to follow the maroon SUV that is to the front in 11.9 meters. Waypoints:
18	Follow the route. Accelerate to follow the maroon SUV that is to the front in 14.0 meters. Waypoints:
19	Follow the route. Accelerate to follow the maroon SUV that is to the front in 11.5 meters. Waypoints:
20	Follow the route. Accelerate to follow the maroon SUV that is to the front. Waypoints:
21	Follow the route. Accelerate to follow the maroon SUV that is to the front in 11.0 meters. Waypoints:
22	Follow the route. Decelerate to stay behind the maroon car that is to the front in 8.0 meters. Waypoints:
23	Follow the route. Decelerate to stay behind the maroon car that is to the front in 7.7 meters. Waypoints:
24	Follow the route. Decelerate to stay behind the maroon car that is to the front in 6.2 meters. Waypoints:
25	Follow the route. Decelerate to stay behind the maroon car that is to the front left in 6.1 meters. Waypoints:
26	Follow the route. Decelerate to stay behind the maroon car that is to the front left in 6.6 meters. Waypoints:
27	Follow the route. Decelerate to stay behind the maroon car that is to the front left in 10.4 meters. Waypoints:
28	Follow the route. Decelerate to stay behind the maroon car that is to the front left in 10.0 meters. Waypoints:
29	Follow the route. Decelerate to stay behind the maroon car that is to the front left in 10.0 meters. Waypoints:
30	Follow the route. Decelerate to stay behind the maroon car that is to the front left. Waypoints:
31	Follow the route. Decelerate to stay behind the maroon car that is to the front in 6.2 meters. Waypoints:
32	Follow the route. Accelerate to drive with the target speed. Waypoints:
33	Follow the route. Accelerate to drive with the target speed. Waypoints:
34	Follow the route. Accelerate to drive with the target speed. Waypoints:
35	Follow the route. Accelerate to drive with the target speed. Waypoints:
36	Follow the route. Accelerate to drive with the target speed. Waypoints:
37	Follow the route. Accelerate to drive with the target speed. Waypoints:
38	Follow the route. Accelerate to drive with the target speed. Waypoints:
39	Follow the route. Accelerate to drive with the target speed. Waypoints:
40	Follow the route. Accelerate to drive with the target speed. Waypoints:
